design_description	size_selection	basecaller_model	library_strategy	total_reads	Gb	library_ID	basecaller_version	notes	filetype	ccs_algorithm	quartile_25	ntsm_score	DeepConsensus_version	path	filename	library_selection	shear_method	polymerase_version	500kb+	seq_kit	biosample_accession	max	total_Gbp	seq_plate_chemistry_version	library_layout	generator_facility	N50	200kb+	coverage	mean	N25	total_bp	400kb+	sample_ID	sample	read_N50	1Mb+	data_type	study	N75	min	quartile_50	platform	instrument_model	quartile_75	whales	100kb+	300kb+	library_source	basecaller	generator_contact	result	accession	Sample	Accession	familyID	Subpopulation	Superpopulation	Production Year
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	78.64	07_13_21_R941_HG02074_3	6.4.6	N/A	bam	N/A	N/A	0.282248	N/A	s3://human-pangenomics/working/HPRC/HG02074/raw_data/nanopore/guppy_6/07_13_21_R941_HG02074_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG02074_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.31	23.83	N/A	N/A	N/A	0.0	HG02074	HG02074	62011.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	5.53	0.03	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02074	SAMN26267381	VN066	KHV	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	99.88	07_13_21_R941_HG02132_1	6.4.6	N/A	bam	N/A	N/A	0.375313	N/A	s3://human-pangenomics/working/HPRC/HG02132/raw_data/nanopore/guppy_6/07_13_21_R941_HG02132_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG02132_1_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	1.31	30.27	N/A	N/A	N/A	0.03	HG02132	HG02132	74492.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	10.21	0.15	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02132	SAMN26267382	VN080	KHV	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	45.44	07_13_21_R941_HG02132_2	6.4.6	N/A	bam	N/A	N/A	0.36073	N/A	s3://human-pangenomics/working/HPRC/HG02132/raw_data/nanopore/guppy_6/07_13_21_R941_HG02132_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG02132_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.57	13.77	N/A	N/A	N/A	0.02	HG02132	HG02132	74076.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	4.61	0.06	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02132	SAMN26267382	VN080	KHV	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	82.68	07_13_21_R941_HG02132_3	6.4.6	N/A	bam	N/A	N/A	0.377674	N/A	s3://human-pangenomics/working/HPRC/HG02132/raw_data/nanopore/guppy_6/07_13_21_R941_HG02132_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG02132_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	1.02	25.05	N/A	N/A	N/A	0.02	HG02132	HG02132	72221.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	8.1	0.12	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02132	SAMN26267382	VN080	KHV	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	47.95	07_13_21_R941_HG02135_2	6.4.6	N/A	bam	N/A	N/A	0.32118	N/A	s3://human-pangenomics/working/HPRC/HG02135/raw_data/nanopore/guppy_6/07_13_21_R941_HG02135_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG02135_2_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.5	14.53	N/A	N/A	N/A	0.01	HG02135	HG02135	72386.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	4.62	0.05	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02135	SAMN26267392	VN081	KHV	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	92.79	07_13_21_R941_HG02135_3	6.4.6	N/A	bam	N/A	N/A	0.310944	N/A	s3://human-pangenomics/working/HPRC/HG02135/raw_data/nanopore/guppy_6/07_13_21_R941_HG02135_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_13_21_R941_HG02135_3_Guppy_6.4.6_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	1.0	28.12	N/A	N/A	N/A	0.03	HG02135	HG02135	71374.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	2.0	8.8	0.12	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02135	SAMN26267392	VN081	KHV	EAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	106.62	07_20_21_R941_HG02602_1	6.5.7	N/A	bam	N/A	N/A	0.323213	N/A	s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/guppy_6/07_20_21_R941_HG02602_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02602_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.54	32.31	N/A	N/A	N/A	0.01	HG02602	HG02602	65361.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	2.0	8.03	0.05	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02602	SAMN26237507	PK09	PJL	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	96.1	07_20_21_R941_HG02602_2	6.5.7	N/A	bam	N/A	N/A	0.341738	N/A	s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/guppy_6/07_20_21_R941_HG02602_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02602_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.46	29.12	N/A	N/A	N/A	0.01	HG02602	HG02602	63774.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	6.93	0.04	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02602	SAMN26237507	PK09	PJL	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	71.47	07_20_21_R941_HG02602_3	6.5.7	N/A	bam	N/A	N/A	0.344395	N/A	s3://human-pangenomics/working/HPRC/HG02602/raw_data/nanopore/guppy_6/07_20_21_R941_HG02602_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02602_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.32	21.66	N/A	N/A	N/A	0.01	HG02602	HG02602	63732.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	5.14	0.03	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02602	SAMN26237507	PK09	PJL	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	92.07	07_20_21_R941_HG02615_1	6.5.7	N/A	bam	N/A	N/A	0.28681	N/A	s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/guppy_6/07_20_21_R941_HG02615_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02615_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.92	27.9	N/A	N/A	N/A	0.01	HG02615	HG02615	70878.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	8.59	0.07	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02615	SAMN26237508	GB29	GWD	AFR	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	97.5	07_20_21_R941_HG02615_2	6.5.7	N/A	bam	N/A	N/A	0.282447	N/A	s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/guppy_6/07_20_21_R941_HG02615_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02615_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.98	29.54	N/A	N/A	N/A	0.01	HG02615	HG02615	70070.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	8.96	0.09	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02615	SAMN26237508	GB29	GWD	AFR	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	37.46	07_20_21_R941_HG02615_3	6.5.7	N/A	bam	N/A	N/A	0.352641	N/A	s3://human-pangenomics/working/HPRC/HG02615/raw_data/nanopore/guppy_6/07_20_21_R941_HG02615_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02615_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.4	11.35	N/A	N/A	N/A	0.01	HG02615	HG02615	68679.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	3.37	0.04	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02615	SAMN26237508	GB29	GWD	AFR	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	54.64	07_20_21_R941_HG02668_1	6.5.7	N/A	bam	N/A	N/A	0.330569	N/A	s3://human-pangenomics/working/HPRC/HG02668/raw_data/nanopore/guppy_6/07_20_21_R941_HG02668_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02668_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.26	16.56	N/A	N/A	N/A	0.0	HG02668	HG02668	67467.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	4.43	0.02	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02668	SAMN37706906	GB40	GWD	AFR	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	69.45	07_20_21_R941_HG02668_2	6.5.7	N/A	bam	N/A	N/A	0.319356	N/A	s3://human-pangenomics/working/HPRC/HG02668/raw_data/nanopore/guppy_6/07_20_21_R941_HG02668_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02668_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.4	21.05	N/A	N/A	N/A	0.01	HG02668	HG02668	69535.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	5.95	0.04	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02668	SAMN37706906	GB40	GWD	AFR	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	54.16	07_20_21_R941_HG02668_3	6.5.7	N/A	bam	N/A	N/A	0.343288	N/A	s3://human-pangenomics/working/HPRC/HG02668/raw_data/nanopore/guppy_6/07_20_21_R941_HG02668_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02668_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.33	16.41	N/A	N/A	N/A	0.01	HG02668	HG02668	67023.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	4.42	0.04	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02668	SAMN37706906	GB40	GWD	AFR	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	114.21	07_20_21_R941_HG02698_1	6.5.7	N/A	bam	N/A	N/A	0.271365	N/A	s3://human-pangenomics/working/HPRC/HG02698/raw_data/nanopore/guppy_6/07_20_21_R941_HG02698_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02698_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.7	34.61	N/A	N/A	N/A	0.02	HG02698	HG02698	70225.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	9.89	0.08	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02698	SAMN26237509	PK21	PJL	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	23.99	07_20_21_R941_HG02698_2	6.5.7	N/A	bam	N/A	N/A	0.389891	N/A	s3://human-pangenomics/working/HPRC/HG02698/raw_data/nanopore/guppy_6/07_20_21_R941_HG02698_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02698_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.14	7.27	N/A	N/A	N/A	0.0	HG02698	HG02698	67825.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	1.95	0.02	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02698	SAMN26237509	PK21	PJL	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	23.2	07_20_21_R941_HG02698_3	6.5.7	N/A	bam	N/A	N/A	0.39883	N/A	s3://human-pangenomics/working/HPRC/HG02698/raw_data/nanopore/guppy_6/07_20_21_R941_HG02698_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02698_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.17	7.03	N/A	N/A	N/A	0.01	HG02698	HG02698	64031.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	1.79	0.03	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02698	SAMN26237509	PK21	PJL	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	91.79	07_20_21_R941_HG02698_4	6.5.7	N/A	bam	N/A	N/A	0.316759	N/A	s3://human-pangenomics/working/HPRC/HG02698/raw_data/nanopore/guppy_6/07_20_21_R941_HG02698_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02698_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.55	27.81	N/A	N/A	N/A	0.01	HG02698	HG02698	67680.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	7.5	0.07	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02698	SAMN26237509	PK21	PJL	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	19.6	07_20_21_R941_HG02698_5	6.5.7	N/A	bam	N/A	N/A	0.370307	N/A	s3://human-pangenomics/working/HPRC/HG02698/raw_data/nanopore/guppy_6/07_20_21_R941_HG02698_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG02698_5_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.0	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.12	5.94	N/A	N/A	N/A	0.0	HG02698	HG02698	67466.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	1.6	0.02	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG02698	SAMN26237509	PK21	PJL	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	83.88	07_20_21_R941_HG03710_1	6.5.7	N/A	bam	N/A	N/A	0.315969	N/A	s3://human-pangenomics/working/HPRC/HG03710/raw_data/nanopore/guppy_6/07_20_21_R941_HG03710_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG03710_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.06	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	1.64	25.42	N/A	N/A	N/A	0.15	HG03710	HG03710	70962.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	9.0	8.19	0.44	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG03710	SAMN26237513	PK62	PJL	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	7.22	07_20_21_R941_HG03710_2	6.5.7	N/A	bam	N/A	N/A	0.53917	N/A	s3://human-pangenomics/working/HPRC/HG03710/raw_data/nanopore/guppy_6/07_20_21_R941_HG03710_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG03710_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.16	2.19	N/A	N/A	N/A	0.02	HG03710	HG03710	72459.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	2.0	0.72	0.05	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG03710	SAMN26237513	PK62	PJL	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	100.83	07_20_21_R941_HG03710_3	6.5.7	N/A	bam	N/A	N/A	0.326694	N/A	s3://human-pangenomics/working/HPRC/HG03710/raw_data/nanopore/guppy_6/07_20_21_R941_HG03710_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG03710_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.09	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.04	30.55	N/A	N/A	N/A	0.21	HG03710	HG03710	71735.0	0.01	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	14.0	10.03	0.58	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG03710	SAMN26237513	PK62	PJL	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	29.92	07_20_21_R941_HG03710_4	6.5.7	N/A	bam	N/A	N/A	0.382901	N/A	s3://human-pangenomics/working/HPRC/HG03710/raw_data/nanopore/guppy_6/07_20_21_R941_HG03710_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG03710_4_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	0.47	9.07	N/A	N/A	N/A	0.02	HG03710	HG03710	71374.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	2.9	0.08	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG03710	SAMN26237513	PK62	PJL	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	105.33	07_20_21_R941_HG03804_1	6.5.7	N/A	bam	N/A	N/A	0.348398	N/A	s3://human-pangenomics/working/HPRC/HG03804/raw_data/nanopore/guppy_6/07_20_21_R941_HG03804_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG03804_1_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.02	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.51	31.92	N/A	N/A	N/A	0.05	HG03804	HG03804	84812.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	13.09	0.33	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG03804	SAMN37706907	BD18	BEB	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	92.91	07_20_21_R941_HG03804_2	6.5.7	N/A	bam	N/A	N/A	0.371964	N/A	s3://human-pangenomics/working/HPRC/HG03804/raw_data/nanopore/guppy_6/07_20_21_R941_HG03804_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG03804_2_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.01	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.13	28.16	N/A	N/A	N/A	0.05	HG03804	HG03804	83161.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	0.0	11.27	0.3	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG03804	SAMN37706907	BD18	BEB	SAS	YR2
UL sequencing using ONT-Circulomics method	no SS	dna_r9.4.1_450bps_modbases_5mc_cg_sup_prom.cfg	WGS	N/A	106.31	07_20_21_R941_HG03804_3	6.5.7	N/A	bam	N/A	N/A	0.359278	N/A	s3://human-pangenomics/working/HPRC/HG03804/raw_data/nanopore/guppy_6/07_20_21_R941_HG03804_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	07_20_21_R941_HG03804_3_Guppy_6.5.7_450bps_modbases_5mc_cg_sup_prom_pass.bam	RANDOM	no shear	N/A	0.03	SQK-ULK001	N/A	N/A	N/A	N/A	single	University of California, Santa Cruz	N/A	2.85	32.21	N/A	N/A	N/A	0.12	HG03804	HG03804	85557.0	0.0	unaligned reads with 5mC mods	N/A	N/A	N/A	N/A	OXFORD_NANOPORE	PromethION	N/A	1.0	13.44	0.51	GENOMIC	guppy	iviolich@ucsc.edu	Similar	N/A	HG03804	SAMN37706907	BD18	BEB	SAS	YR2
