100kb+,1Mb+,200kb+,300kb+,400kb+,500kb+,DeepConsensus_version,MM_remove,MM_review,MM_tag,N25,N50,N75,accession,barcode,basecaller,basecaller_model,basecaller_version,basecalling_version,bioproject_accession,biosample_accession,ccs_algorithm,cell_type,check-flnc reads,coverage,data_type,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,design_description,filename,filetype,generator_contact,generator_facility,instrument_model,iso_filename,iso_library_id,jasmine_version,library_ID,library_layout,library_selection,library_source,library_strategy,lima_float_version,lima_version,max,mean,min,notes,ntsm_score,path,pbtrim_version,platform,platform_unit_1,platform_unit_2,polymerase_version,pool,primrose_filename,production,quartile_25,quartile_50,quartile_75,read_N50,refine_version,sample_ID,seq_kit,seq_plate_chemistry_version,sequencing_chemistry,shear_method,similarity,size_selection,study,title,total_Gbp,total_bp,total_reads,whales,ChildID,N,Sex,Subpopulation,Superpopulation,Production Year,file_size
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613697,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267386,N/A,N/A,N/A,6.44,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG03927-31b-2_S6_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG03927-31b-2-2_S6_L001_R1_001-2_S6_L001_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.483243,s3://human-pangenomics/working/HPRC/HG03927/raw_data/hic/HG03927-31b-2_S6_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG03927,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,19.96,19962262132.0,N/A,N/A,HG03927,BD37,female,BEB,SAS,YR2,11611573263
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613696,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267386,N/A,N/A,N/A,6.27,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG03927-31b-2_S6_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG03927-31b-2-2_S6_L002_R1_001-2_S6_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.482071,s3://human-pangenomics/working/HPRC/HG03927/raw_data/hic/HG03927-31b-2_S6_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG03927,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,19.45,19452362183.0,N/A,N/A,HG03927,BD37,female,BEB,SAS,YR2,11388499743
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613755,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267386,N/A,N/A,N/A,6.21,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG03927-31b-2_S6_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG03927-31b-2-2_S6_L003_R1_001-2_S6_L003_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.476121,s3://human-pangenomics/working/HPRC/HG03927/raw_data/hic/HG03927-31b-2_S6_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG03927,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,19.27,19265354454.0,N/A,N/A,HG03927,BD37,female,BEB,SAS,YR2,11294816964
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613754,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267386,N/A,N/A,N/A,6.1,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG03927-31b-2_S6_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG03927-31b-2-2_S6_L004_R1_001-2_S6_L004_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.465437,s3://human-pangenomics/working/HPRC/HG03927/raw_data/hic/HG03927-31b-2_S6_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG03927,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,18.89,18894993843.0,N/A,N/A,HG03927,BD37,female,BEB,SAS,YR2,11169827853
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613752,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267387,N/A,N/A,N/A,2.53,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG03942-03b-1_S17_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG03942-03b-1-1_S17_L001_R1_001-1_S17_L001_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.652074,s3://human-pangenomics/working/HPRC/HG03942/raw_data/hic/HG03942-03b-1_S17_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG03942,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,7.84,7842999270.0,N/A,N/A,HG03942,BD42,male,BEB,SAS,YR2,4339267122
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613751,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267387,N/A,N/A,N/A,2.48,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG03942-03b-1_S17_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG03942-03b-1-1_S17_L002_R1_001-1_S17_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.638892,s3://human-pangenomics/working/HPRC/HG03942/raw_data/hic/HG03942-03b-1_S17_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG03942,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,7.7,7698423314.0,N/A,N/A,HG03942,BD42,male,BEB,SAS,YR2,4268687681
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613750,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267387,N/A,N/A,N/A,2.41,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG03942-03b-1_S17_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG03942-03b-1-1_S17_L003_R1_001-1_S17_L003_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.656856,s3://human-pangenomics/working/HPRC/HG03942/raw_data/hic/HG03942-03b-1_S17_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG03942,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,7.48,7482753413.0,N/A,N/A,HG03942,BD42,male,BEB,SAS,YR2,4177436212
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613749,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267387,N/A,N/A,N/A,2.38,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG03942-03b-1_S17_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG03942-03b-1-1_S17_L004_R1_001-1_S17_L004_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.646918,s3://human-pangenomics/working/HPRC/HG03942/raw_data/hic/HG03942-03b-1_S17_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG03942,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,7.39,7389349118.0,N/A,N/A,HG03942,BD42,male,BEB,SAS,YR2,4104990088
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613867,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267387,N/A,N/A,N/A,2.72,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG03942-03b-2_S18_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG03942-03b-2-2_S18_L001_R1_001-2_S18_L001_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.654647,s3://human-pangenomics/working/HPRC/HG03942/raw_data/hic/HG03942-03b-2_S18_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG03942,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,8.43,8430523831.0,N/A,N/A,HG03942,BD42,male,BEB,SAS,YR2,4645719571
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613748,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267387,N/A,N/A,N/A,2.67,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG03942-03b-2_S18_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG03942-03b-2-2_S18_L002_R1_001-2_S18_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.601877,s3://human-pangenomics/working/HPRC/HG03942/raw_data/hic/HG03942-03b-2_S18_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG03942,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,8.27,8274904375.0,N/A,N/A,HG03942,BD42,male,BEB,SAS,YR2,4569027763
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613747,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267387,N/A,N/A,N/A,2.6,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG03942-03b-2_S18_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG03942-03b-2-2_S18_L003_R1_001-2_S18_L003_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.631587,s3://human-pangenomics/working/HPRC/HG03942/raw_data/hic/HG03942-03b-2_S18_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG03942,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,8.05,8048733217.0,N/A,N/A,HG03942,BD42,male,BEB,SAS,YR2,4473296381
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613864,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267387,N/A,N/A,N/A,2.56,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG03942-03b-2_S18_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG03942-03b-2-2_S18_L004_R1_001-2_S18_L004_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.64171,s3://human-pangenomics/working/HPRC/HG03942/raw_data/hic/HG03942-03b-2_S18_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG03942,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,7.95,7951269056.0,N/A,N/A,HG03942,BD42,male,BEB,SAS,YR2,4398775756
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613746,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267388,N/A,N/A,N/A,6.65,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04115-13a-1_S13_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04115-13a-1-1_S13_L001_R1_001-1_S13_L001_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.540219,s3://human-pangenomics/working/HPRC/HG04115/raw_data/hic/HG04115-13a-1_S13_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04115,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,20.62,20617883323.0,N/A,N/A,HG04115,ST111,male,STU,SAS,YR2,11222891784
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613745,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267388,N/A,N/A,N/A,6.57,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04115-13a-1_S13_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04115-13a-1-1_S13_L002_R1_001-1_S13_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.549989,s3://human-pangenomics/working/HPRC/HG04115/raw_data/hic/HG04115-13a-1_S13_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04115,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,20.35,20352979861.0,N/A,N/A,HG04115,ST111,male,STU,SAS,YR2,11108589450
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613743,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267388,N/A,N/A,N/A,6.44,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04115-13a-1_S13_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04115-13a-1-1_S13_L003_R1_001-1_S13_L003_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.533649,s3://human-pangenomics/working/HPRC/HG04115/raw_data/hic/HG04115-13a-1_S13_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04115,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,19.97,19968408372.0,N/A,N/A,HG04115,ST111,male,STU,SAS,YR2,10974280821
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613742,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267388,N/A,N/A,N/A,6.43,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04115-13a-1_S13_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04115-13a-1-1_S13_L004_R1_001-1_S13_L004_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.545437,s3://human-pangenomics/working/HPRC/HG04115/raw_data/hic/HG04115-13a-1_S13_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04115,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,19.92,19919957611.0,N/A,N/A,HG04115,ST111,male,STU,SAS,YR2,10889183554
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613741,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267388,N/A,N/A,N/A,20.0,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04115-13a-2_S14_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04115-13a-2-2_S14_L001_R1_001-2_S14_L001_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.472046,s3://human-pangenomics/working/HPRC/HG04115/raw_data/hic/HG04115-13a-2_S14_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04115,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,61.99,61985927860.0,N/A,N/A,HG04115,ST111,male,STU,SAS,YR2,33428100305
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613740,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267388,N/A,N/A,N/A,19.73,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04115-13a-2_S14_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04115-13a-2-2_S14_L002_R1_001-2_S14_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.502552,s3://human-pangenomics/working/HPRC/HG04115/raw_data/hic/HG04115-13a-2_S14_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04115,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,61.18,61176166187.0,N/A,N/A,HG04115,ST111,male,STU,SAS,YR2,33084204009
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613739,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267388,N/A,N/A,N/A,19.43,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04115-13a-2_S14_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04115-13a-2-2_S14_L003_R1_001-2_S14_L003_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.452494,s3://human-pangenomics/working/HPRC/HG04115/raw_data/hic/HG04115-13a-2_S14_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04115,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,60.25,60245706177.0,N/A,N/A,HG04115,ST111,male,STU,SAS,YR2,32813119012
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613738,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN26267388,N/A,N/A,N/A,19.4,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04115-13a-2_S14_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04115-13a-2-2_S14_L004_R1_001-2_S14_L004_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.485094,s3://human-pangenomics/working/HPRC/HG04115/raw_data/hic/HG04115-13a-2_S14_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04115,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,60.15,60147002875.0,N/A,N/A,HG04115,ST111,male,STU,SAS,YR2,32579334420
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613737,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706909,N/A,N/A,N/A,9.6,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04157-05ab-1_S5_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04157-05ab-1-1_S5_L001_R1_001-1_S5_L001_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.506971,s3://human-pangenomics/working/HPRC/HG04157/raw_data/hic/HG04157-05ab-1_S5_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04157,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,29.75,29751939688.0,N/A,N/A,HG04157,BD52,male,BEB,SAS,YR2,15029057771
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613735,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706909,N/A,N/A,N/A,9.58,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04157-05ab-1_S5_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04157-05ab-1-1_S5_L002_R1_001-1_S5_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.47031,s3://human-pangenomics/working/HPRC/HG04157/raw_data/hic/HG04157-05ab-1_S5_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04157,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,29.71,29713481157.0,N/A,N/A,HG04157,BD52,male,BEB,SAS,YR2,15014384540
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613674,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706909,N/A,N/A,N/A,9.61,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04157-05ab-1_S5_L003_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04157-05ab-1-1_S5_L003_R1_001-1_S5_L003_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.4956,s3://human-pangenomics/working/HPRC/HG04157/raw_data/hic/HG04157-05ab-1_S5_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04157,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,29.79,29787634481.0,N/A,N/A,HG04157,BD52,male,BEB,SAS,YR2,15111544109
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613601,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706909,N/A,N/A,N/A,9.54,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04157-05ab-1_S5_L004_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04157-05ab-1-1_S5_L004_R1_001-1_S5_L004_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.507299,s3://human-pangenomics/working/HPRC/HG04157/raw_data/hic/HG04157-05ab-1_S5_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04157,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,29.57,29571930294.0,N/A,N/A,HG04157,BD52,male,BEB,SAS,YR2,15186629581
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613693,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706909,N/A,N/A,N/A,9.75,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04157-05ab-2_S6_L001_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04157-05ab-2-2_S6_L001_R1_001-2_S6_L001_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.486119,s3://human-pangenomics/working/HPRC/HG04157/raw_data/hic/HG04157-05ab-2_S6_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04157,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,30.23,30231796085.0,N/A,N/A,HG04157,BD52,male,BEB,SAS,YR2,15306694719
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SRR30613692,N/A,N/A,N/A,N/A,N/A,PRJNA701308,SAMN37706909,N/A,N/A,N/A,9.75,unaligned reads,N/A,N/A,N/A,Illumina Sequencing of Omni-C Libraries,HG04157-05ab-2_S6_L002_R1_001.fastq.gz,fastq,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,N/A,N/A,HG04157-05ab-2-2_S6_L002_R1_001-2_S6_L002_R2_001,paired,RANDOM,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,0.486435,s3://human-pangenomics/working/HPRC/HG04157/raw_data/hic/HG04157-05ab-2_S6_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,N/A,HiC,N/A,N/A,N/A,N/A,N/A,HG04157,N/A,N/A,N/A,no shear,N/A,N/A,SRP305758,N/A,30.21,30211523180.0,N/A,N/A,HG04157,BD52,male,BEB,SAS,YR2,15299146817
